,Title,Year,IMDB rating,IMDB link,Rating count
155,Finding Nemo,2003,8.2,https://www.imdb.com/title/tt0266543/,1197428.0
156,Yôjinbô,1961,8.2,https://www.imdb.com/title/tt0055630/,142066.0
157,Klaus,2019,8.2,https://www.imdb.com/title/tt4729430/,233315.0
158,The Great Escape,1963,8.2,https://www.imdb.com/title/tt0057115/,275828.0
159,The Elephant Man,,8.2,https://www.imdb.com/title/tt0080678/,280488.0
160,Monty Python and the Holy Grail,1979,8.2,https://www.imdb.com/title/tt0071853/,600340.0
161,La meglio gioventù,2003,8.4,https://www.imdb.com/title/tt0346336/,27621.0
162,Dial M for Murder,2020,8.1,https://www.imdb.com/title/tt0046912/,203490.0
163,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,2025,8.4,https://www.imdb.com/title/tt32820897/,63838.0
164,El secreto de sus ojos,2009,8.2,https://www.imdb.com/title/tt1305806/,240327.0
165,Gone with the Wind,2020,8.2,https://www.imdb.com/title/tt0031381/,354474.0
166,Chinatown,2013,8.1,https://www.imdb.com/title/tt0071315/,374704.0
167,"Lock, Stock and Two Smoking Barrels",1998,8.1,https://www.imdb.com/title/tt0120735/,647149.0
168,V for Vendetta,2017,8.1,https://www.imdb.com/title/tt0434409/,1239592.0
169,Hababam Sinifi: Sinifta Kaldi,,8.5,https://www.imdb.com/title/tt0252488/,29888.0
170,Catch Me If You Can,2020,8.1,https://www.imdb.com/title/tt0264464/,1220458.0
171,Inside Out,2015,8.1,https://www.imdb.com/title/tt2096673/,904228.0
172,Rashômon,1950,8.1,https://www.imdb.com/title/tt0042876/,195162.0
173,"Three Billboards Outside Ebbing, Missouri",2018,8.1,https://www.imdb.com/title/tt5027774/,601265.0
174,Trainspotting,1996,8.1,https://www.imdb.com/title/tt0117951/,764944.0
175,The Bridge on the River Kwai,1957,8.1,https://www.imdb.com/title/tt0050212/,247391.0
176,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,https://www.imdb.com/title/tt1201607/,1035545.0
177,Dead Poets Society,2021,8.1,https://www.imdb.com/title/tt0097165/,641225.0
178,The Wild Robot,2024,8.2,https://www.imdb.com/title/tt29623480/,214572.0
179,Warrior,2015,8.1,https://www.imdb.com/title/tt1291584/,525775.0
180,Fargo,1996,8.1,https://www.imdb.com/title/tt0116282/,780238.0
181,Barry Lyndon,,8.1,https://www.imdb.com/title/tt0072684/,202207.0
182,Raging Bull,1980,8.1,https://www.imdb.com/title/tt0081398/,407381.0
183,Ben-Hur,1959,8.1,https://www.imdb.com/title/tt0052618/,269680.0
184,Million Dollar Baby,2005,8.1,https://www.imdb.com/title/tt0405159/,761854.0
185,Mad Max: Fury Road,2015,8.1,https://www.imdb.com/title/tt1392190/,1198098.0
186,Bacheha-ye aseman,,8.2,https://www.imdb.com/title/tt0118849/,89120.0
187,Hacksaw Ridge,2016,8.1,https://www.imdb.com/title/tt2119532/,671432.0
188,Gran Torino,2009,8.1,https://www.imdb.com/title/tt1205489/,857096.0
189,Tonari no Totoro,2020,8.1,https://www.imdb.com/title/tt0096283/,426288.0
190,12 Years a Slave,2014,8.1,https://www.imdb.com/title/tt2024544/,781896.0
191,The Grand Budapest Hotel,2014,8.1,https://www.imdb.com/title/tt2278388/,958739.0
192,Ratatouille,2007,8.1,https://www.imdb.com/title/tt0382932/,931070.0
193,Before Sunrise,2019,8.1,https://www.imdb.com/title/tt0112471/,373311.0
194,Blade Runner,2020,8.1,https://www.imdb.com/title/tt0083658/,876002.0
195,Salinui chueok,2003,8.1,https://www.imdb.com/title/tt0353969/,261378.0
196,How to Train Your Dragon,2010,8.1,https://www.imdb.com/title/tt0892769/,883998.0
197,Spider-Man: No Way Home,2021,8.1,https://www.imdb.com/title/tt10872600/,1003102.0
198,Gone Girl,2014,8.1,https://www.imdb.com/title/tt2267998/,1158236.0
199,"Monsters, Inc.",2002,8.1,https://www.imdb.com/title/tt0198781/,1064592.0
200,Jaws,1975,8.1,https://www.imdb.com/title/tt0073195/,730553.0
201,In the Name of the Father,1993,8.1,https://www.imdb.com/title/tt0107207/,201525.0
202,Ford v Ferrari,2019,8.1,https://www.imdb.com/title/tt1950186/,561608.0
203,Relatos salvajes,2014,8.1,https://www.imdb.com/title/tt3011894/,236282.0
204,The Gold Rush,1925,8.1,https://www.imdb.com/title/tt0015864/,127468.0
205,Mary and Max.,2009,8.1,https://www.imdb.com/title/tt0978762/,200667.0
206,Sherlock Jr.,1924,8.1,https://www.imdb.com/title/tt0015324/,65027.0
207,The Deer Hunter,1979,8.1,https://www.imdb.com/title/tt0077416/,384619.0
208,Le salaire de la peur,1955,8.1,https://www.imdb.com/title/tt0046268/,72985.0
209,The General,1927,8.1,https://www.imdb.com/title/tt0017925/,105555.0
210,Logan,2017,8.1,https://www.imdb.com/title/tt3315342/,918016.0
211,Rocky,1976,8.1,https://www.imdb.com/title/tt0075148/,682596.0
212,Mr. Smith Goes to Washington,1939,8.1,https://www.imdb.com/title/tt0031679/,128859.0
213,On the Waterfront,1954,8.1,https://www.imdb.com/title/tt0047296/,176762.0
214,Tôkyô monogatari,1953,8.1,https://www.imdb.com/title/tt0046438/,76966.0
215,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,https://www.imdb.com/title/tt0325980/,1311715.0
216,Smultronstället,1957,8.1,https://www.imdb.com/title/tt0050986/,123785.0
217,Spotlight,2016,8.1,https://www.imdb.com/title/tt1895587/,531774.0
218,La haine,1996,8.1,https://www.imdb.com/title/tt0113247/,223042.0
219,The Third Man,1950,8.1,https://www.imdb.com/title/tt0041959/,194249.0
220,Maharaja,2024,8.3,https://www.imdb.com/title/tt26548265/,79676.0
221,Koe no katachi,2019,8.2,https://www.imdb.com/title/tt5323662/,136933.0
222,The Terminator,1984,8.1,https://www.imdb.com/title/tt0088247/,995650.0
223,The Sound of Music,2014,8.1,https://www.imdb.com/title/tt0059742/,289007.0
224,Jai Bhim,2021,8.6,https://www.imdb.com/title/tt15097216/,233027.0
225,The Big Lebowski,2019,8.1,https://www.imdb.com/title/tt0118715/,911727.0
226,The Best Years of Our Lives,1947,8.1,https://www.imdb.com/title/tt0036868/,76942.0
227,Det sjunde inseglet,1957,8.1,https://www.imdb.com/title/tt0050976/,214698.0
228,Room,2016,8.1,https://www.imdb.com/title/tt3170832/,477678.0
229,Before Sunset,2004,8.1,https://www.imdb.com/title/tt0381681/,312212.0
230,Gekijô-ban Chensô Man Reze-hen,2025,8.3,https://www.imdb.com/title/tt30472557/,46027.0
231,Hotel Rwanda,2005,8.1,https://www.imdb.com/title/tt0395169/,390305.0
232,Platoon,1989,8.1,https://www.imdb.com/title/tt0091763/,469246.0
233,The Incredibles,2011,8,https://www.imdb.com/title/tt0317705/,890964.0
234,Hachi: A Dog&apos;s Tale,2017,8.1,https://www.imdb.com/title/tt1028532/,339829.0
235,The Exorcist,1977,8.1,https://www.imdb.com/title/tt0070047/,494851.0
236,Rush,2013,8.1,https://www.imdb.com/title/tt1979320/,554539.0
237,The Wizard of Oz,1952,8.1,https://www.imdb.com/title/tt0032138/,464533.0
238,Stand by Me,,8.1,https://www.imdb.com/title/tt0092005/,482590.0
239,The Iron Giant,1999,8.1,https://www.imdb.com/title/tt0129167/,257069.0
240,La passion de Jeanne d&apos;Arc,1928,8.1,https://www.imdb.com/title/tt0019254/,67595.0
241,Babam ve Oglum,2005,8.2,https://www.imdb.com/title/tt0476735/,100079.0
242,La battaglia di Algeri,1966,8.1,https://www.imdb.com/title/tt0058946/,74834.0
243,Ah-ga-ssi,2016,8.1,https://www.imdb.com/title/tt4016934/,199930.0
244,Network,1976,8.1,https://www.imdb.com/title/tt0074958/,184581.0
245,Gangs of Wasseypur,2012,8.2,https://www.imdb.com/title/tt1954470/,113111.0
246,To Be or Not to Be,1942,8.1,https://www.imdb.com/title/tt0035446/,49396.0
247,Drishyam,2015,8.2,https://www.imdb.com/title/tt4430212/,107367.0
248,The Grapes of Wrath,1940,8.1,https://www.imdb.com/title/tt0032551/,107830.0
249,The Help,2011,8.1,https://www.imdb.com/title/tt1454029/,525240.0
250,Andhadhun,2018,8.2,https://www.imdb.com/title/tt8108198/,114931.0
